DX_type,Infection_DX
ICD9,482.84 Pneumonia due to Legionnaires' disease
ICD9,482.89 Pneumonia due to other specified bacteria
ICD9,"482.9 Bacterial pneumonia, unspecified"
ICD9,"485 Bronchopneumonia, organism unspecified"
ICD9,"486 Pneumonia, organism unspecified"
ICD9,491.21 Obstructive chronic bronchitis with (acute) exacerbation
ICD9,494.0 Bronchiectasis without acute exacerbation
ICD9,494.1 Bronchiectasis with acute exacerbation
ICD9,510.0 Empyema with fistula
ICD9,510.9 Empyema without mention of fistula
ICD9,513.0 Abscess of lung
ICD9,513.1 Abscess of mediastinum
ICD9,540.0 Acute appendicitis with generalized peritonitis
ICD9,540.1 Acute appendicitis with peritoneal abscess
ICD9,540.9 Acute appendicitis without mention of peritonitis
ICD9,"541 Appendicitis, unqualified"
ICD9,542 Other appendicitis
ICD9,562.01 Diverticulitis of small intestine (without mention of hemorrhage)
ICD9,562.03 Diverticulitis of small intestine with hemorrhage
ICD9,562.11 Diverticulitis of colon (without mention of hemorrhage)
ICD9,562.13 Diverticulitis of colon with hemorrhage
ICD9,566 Abscess of anal and rectal regions
ICD9,567.0 Peritonitis in infectious diseases classified elsewhere
ICD9,567.1 Pneumococcal peritonitis
ICD9,567.21 Peritonitis (acute) generalized
ICD9,567.22 Peritoneal abscess
ICD9,567.23 Spontaneous bacterial peritonitis
ICD9,567.29 Other suppurative peritonitis
ICD9,567.31 Psoas muscle abscess
ICD9,567.38 Other retroperitoneal abscess
ICD9,567.39 Other retroperitoneal infections
ICD9,567.81 Choleperitonitis
ICD9,567.82 Sclerosing mesenteritis
ICD9,567.89 Other specified peritonitis
ICD9,567.9 Unspecified peritonitis
ICD9,569.5 Abscess of intestine
ICD9,569.83 Perforation of intestine
ICD9,572.0 Abscess of liver
ICD9,572.1 Portal pyemia
ICD9,575.0 Acute cholecystitis
ICD9,590.00 Chronic pyelonephritis without lesion of renal medullary necrosis
ICD9,590.01 Chronic pyelonephritis with lesion of renal medullary necrosis
ICD9,590.10 Acute pyelonephritis without lesion of renal medullary necrosis
ICD9,590.11 Acute pyelonephritis with lesion of renal medullary necrosis
ICD9,590.2 Renal and perinephric abscess
ICD9,590.3 Pyeloureteritis cystica
ICD9,"590.80 Pyelonephritis, unspecified"
ICD9,590.81 Pyelitis or pyelonephritis in diseases classified elsewhere
ICD9,"590.9 Infection of kidney, unspecified"
ICD9,"599.0 Urinary tract infection, site not specified"
ICD9,601.0 Acute prostatitis
ICD9,"601.9 Prostatitis, unspecified"
ICD9,614.0 Acute salpingitis and oophoritis
ICD9,"616.9 Unspecified inflammatory disease of cervix, vagina, and vulva"
ICD9,"670.00 Major puerperal infection, unspecified as to episode of care or not applicable"
ICD9,"670.02 Major puerperal infection, delivered, with mention of postpartum complication"
ICD9,"670.04 Major puerperal infection, postpartum condition or complication"
ICD9,"681.00 Cellulitis and abscess of finger, unspecified"
ICD9,681.01 Felon
ICD9,681.02 Onychia and paronychia of finger
ICD9,"681.10 Cellulitis and abscess of toe, unspecified"
ICD9,681.11 Onychia and paronychia of toe
ICD9,681.9 Cellulitis and abscess of unspecified digit
ICD9,682.0 Cellulitis and abscess of face
ICD9,682.1 Cellulitis and abscess of neck
ICD9,682.2 Cellulitis and abscess of trunk
ICD9,682.3 Cellulitis and abscess of upper arm and forearm
ICD9,"682.4 Cellulitis and abscess of hand, except fingers and thumb"
ICD9,682.5 Cellulitis and abscess of buttock
ICD9,"682.6 Cellulitis and abscess of leg, except foot"
ICD9,"682.7 Cellulitis and abscess of foot, except toes"
ICD9,682.8 Cellulitis and abscess of other specified sites
ICD9,682.9 Cellulitis and abscess of unspecified sites
ICD9,683 Acute lymphadenitis
ICD9,"686.00 Pyoderma, unspecified"
ICD9,686.01 Pyoderma gangrenosum
ICD9,686.09 Other pyoderma
ICD9,686.1 Pyogenic granuloma of skin and subcutaneous tissue
ICD9,686.8 Other specified local infections of skin and subcutaneous tissue
ICD9,686.9 Unspecified local infection of skin and subcutaneous tissue
ICD9,"711.00 Pyogenic arthritis, site unspecified"
ICD9,"711.01 Pyogenic arthritis, shoulder region"
ICD9,"711.02 Pyogenic arthritis, upper arm"
ICD9,"711.03 Pyogenic arthritis, forearm"
ICD9,"711.04 Pyogenic arthritis, hand"
ICD9,"711.05 Pyogenic arthritis, pelvic region and thigh"
ICD9,"711.06 Pyogenic arthritis, lower leg"
ICD9,"711.07 Pyogenic arthritis, ankle and foot"
ICD9,"711.08 Pyogenic arthritis, other specified sites"
ICD9,"711.09 Pyogenic arthritis, multiple sites"
ICD9,"711.10 Arthropathy associated with Reiter's disease and nonspecific urethritis, site unspecified"
ICD9,"711.11 Arthropathy associated with Reiter's disease and nonspecific urethritis, shoulder region"
ICD9,"711.12 Arthropathy associated with Reiter's disease and nonspecific urethritis, upper arm"
ICD9,"711.13 Arthropathy associated with Reiter's disease and nonspecific urethritis, forearm"
ICD9,"711.14 Arthropathy associated with Reiter's disease and nonspecific urethritis, hand"
ICD9,"711.15 Arthropathy associated with Reiter's disease and nonspecific urethritis, pelvic region and thigh"
ICD9,"711.16 Arthropathy associated with Reiter's disease and nonspecific urethritis, lower leg"
ICD9,"711.17 Arthropathy associated with Reiter's disease and nonspecific urethritis, ankle and foot"
ICD9,"711.18 Arthropathy associated with Reiter's disease and nonspecific urethritis, other specified sites"
ICD9,"711.19 Arthropathy associated with Reiter's disease and nonspecific urethritis, multiple sites"
ICD9,"711.20 Arthropathy in Behcet's syndrome, site unspecified"
ICD9,"711.21 Arthropathy in Behcet's syndrome, shoulder region"
ICD9,"711.22 Arthropathy in Behcet's syndrome, upper arm"
ICD9,"711.23 Arthropathy in Behcet's syndrome, forearm"
ICD9,"711.24 Arthropathy in Behcet's syndrome, hand"
ICD9,"711.25 Arthropathy in Behcet's syndrome, pelvic region and thigh"
ICD9,"711.26 Arthropathy in Behcet's syndrome, lower leg"
ICD9,"711.27 Arthropathy in Behcet's syndrome, ankle and foot"
ICD9,"711.28 Arthropathy in Behcet's syndrome, other specified sites"
ICD9,"711.29 Arthropathy in Behcet's syndrome, multiple sites"
ICD9,"711.30 Postdysenteric arthropathy, site unspecified"
ICD9,"711.31 Postdysenteric arthropathy, shoulder region"
ICD9,"711.32 Postdysenteric arthropathy, upper arm"
ICD9,"711.33 Postdysenteric arthropathy, forearm"
ICD9,"711.34 Postdysenteric arthropathy, hand"
ICD9,"711.35 Postdysenteric arthropathy, pelvic region and thigh"
ICD9,"711.36 Postdysenteric arthropathy, lower leg"
ICD9,"711.37 Postdysenteric arthropathy, ankle and foot"
ICD9,"711.38 Postdysenteric arthropathy, other specified sites"
ICD9,"711.39 Postdysenteric arthropathy, multiple sites"
ICD9,"711.40 Arthropathy associated with other bacterial diseases, site unspecified"
ICD9,"711.41 Arthropathy associated with other bacterial diseases, shoulder region"
ICD9,"711.42 Arthropathy associated with other bacterial diseases, upper arm"
ICD9,"711.43 Arthropathy associated with other bacterial diseases, forearm"
ICD9,"711.44 Arthropathy associated with other bacterial diseases, hand"
ICD9,"711.45 Arthropathy associated with other bacterial diseases, pelvic region and thigh"
ICD9,"711.46 Arthropathy associated with other bacterial diseases, lower leg"
ICD9,"711.47 Arthropathy associated with other bacterial diseases, ankle and foot"
ICD9,"711.48 Arthropathy associated with other bacterial diseases, other specified sites"
ICD9,"711.49 Arthropathy associated with other bacterial diseases, multiple sites"
ICD9,"711.50 Arthropathy associated with other viral diseases, site unspecified"
ICD9,"711.51 Arthropathy associated with other viral diseases, shoulder region"
ICD9,"711.52 Arthropathy associated with other viral diseases, upper arm"
ICD9,"711.53 Arthropathy associated with other viral diseases, forearm"
ICD9,"711.54 Arthropathy associated with other viral diseases, hand"
ICD9,"711.55 Arthropathy associated with other viral diseases, pelvic region and thigh"
ICD9,"711.56 Arthropathy associated with other viral diseases, lower leg"
ICD9,"711.57 Arthropathy associated with other viral diseases, ankle and foot"
ICD9,"711.58 Arthropathy associated with other viral diseases, other specified sites"
ICD9,"711.59 Arthropathy associated with other viral diseases, multiple sites"
ICD9,"711.60 Arthropathy associated with mycoses, site unspecified"
ICD9,"711.61 Arthropathy associated with mycoses, shoulder region"
ICD9,"711.62 Arthropathy associated with mycoses, upper arm"
ICD9,"711.63 Arthropathy associated with mycoses, forearm"
ICD9,"711.64 Arthropathy associated with mycoses, hand"
ICD9,"711.65 Arthropathy associated with mycoses, pelvic region and thigh"
ICD9,"711.66 Arthropathy associated with mycoses, lower leg"
ICD9,"711.67 Arthropathy associated with mycoses, ankle and foot"
ICD9,"711.68 Arthropathy associated with mycoses, other specified sites"
ICD9,"711.69 Arthropathy associated with mycoses, involving multiple sites"
ICD9,"711.70 Arthropathy associated with helminthiasis, site unspecified"
ICD9,"711.71 Arthropathy associated with helminthiasis, shoulder region"
ICD9,"711.72 Arthropathy associated with helminthiasis, upper arm"
ICD9,"711.73 Arthropathy associated with helminthiasis, forearm"
ICD9,"711.74 Arthropathy associated with helminthiasis, hand"
ICD9,"711.75 Arthropathy associated with helminthiasis, pelvic region and thigh"
ICD9,"711.76 Arthropathy associated with helminthiasis, lower leg"
ICD9,"711.77 Arthropathy associated with helminthiasis, ankle and foot"
ICD9,"711.78 Arthropathy associated with helminthiasis, other specified sites"
ICD9,"711.79 Arthropathy associated with helminthiasis, multiple sites"
ICD9,"711.80 Arthropathy associated with other infectious and parasitic diseases, site unspecified"
ICD9,"711.81 Arthropathy associated with other infectious and parasitic diseases, shoulder region"
ICD9,"711.82 Arthropathy associated with other infectious and parasitic diseases, upper arm"
ICD9,"711.83 Arthropathy associated with other infectious and parasitic diseases, forearm"
ICD9,"711.84 Arthropathy associated with other infectious and parasitic diseases, hand"
ICD9,"711.85 Arthropathy associated with other infectious and parasitic diseases, pelvic region and thigh"
ICD9,"711.86 Arthropathy associated with other infectious and parasitic diseases, lower leg"
ICD9,"711.87 Arthropathy associated with other infectious and parasitic diseases, ankle and foot"
ICD9,"711.88 Arthropathy associated with other infectious and parasitic diseases, other specified sites"
ICD9,"711.89 Arthropathy associated with other infectious and parasitic diseases, multiple sites"
ICD9,"711.90 Unspecified infective arthritis, site unspecified"
ICD9,"711.91 Unspecified infective arthritis, shoulder region"
ICD9,"711.92 Unspecified infective arthritis, upper arm"
ICD9,"711.93 Unspecified infective arthritis, forearm"
ICD9,"711.94 Unspecified infective arthritis, hand"
ICD9,"711.95 Unspecified infective arthritis, pelvic region and thigh"
ICD9,"711.96 Unspecified infective arthritis, lower leg"
ICD9,"711.97 Unspecified infective arthritis, ankle and foot"
ICD9,"711.98 Unspecified infective arthritis, other specified sites"
ICD9,"711.99 Unspecified infective arthritis, multiple sites"
ICD9,"730.00 Acute osteomyelitis, site unspecified"
ICD9,"730.01 Acute osteomyelitis, shoulder region"
ICD9,"730.02 Acute osteomyelitis, upper arm"
ICD9,"730.03 Acute osteomyelitis, forearm"
ICD9,"730.04 Acute osteomyelitis, hand"
ICD9,"730.05 Acute osteomyelitis, pelvic region and thigh"
ICD9,"730.06 Acute osteomyelitis, lower leg"
ICD9,"730.07 Acute osteomyelitis, ankle and foot"
ICD9,"730.08 Acute osteomyelitis, other specified sites"
ICD9,"730.09 Acute osteomyelitis, multiple sites"
ICD9,"730.10 Chronic osteomyelitis, site unspecified"
ICD9,"730.11 Chronic osteomyelitis, shoulder region"
ICD9,"730.12 Chronic osteomyelitis, upper arm"
ICD9,"730.13 Chronic osteomyelitis, forearm"
ICD9,"730.14 Chronic osteomyelitis, hand"
ICD9,"730.15 Chronic osteomyelitis, pelvic region and thigh"
ICD9,"730.16 Chronic osteomyelitis, lower leg"
ICD9,"730.17 Chronic osteomyelitis, ankle and foot"
ICD9,"730.18 Chronic osteomyelitis, other specified sites"
ICD9,"730.19 Chronic osteomyelitis, multiple sites"
ICD9,"730.20 Unspecified osteomyelitis, site unspecified"
ICD9,"730.21 Unspecified osteomyelitis, shoulder region"
ICD9,"730.22 Unspecified osteomyelitis, upper arm"
ICD9,"730.23 Unspecified osteomyelitis, forearm"
ICD9,"730.24 Unspecified osteomyelitis, hand"
ICD9,"730.25 Unspecified osteomyelitis, pelvic region and thigh"
ICD9,"730.26 Unspecified osteomyelitis, lower leg"
ICD9,"730.27 Unspecified osteomyelitis, ankle and foot"
ICD9,"730.28 Unspecified osteomyelitis, other specified sites"
ICD9,"730.29 Unspecified osteomyelitis, multiple sites"
ICD9,"730.30 Periostitis, without mention of osteomyelitis, site unspecified"
ICD9,"730.31 Periostitis, without mention of osteomyelitis, shoulder region"
ICD9,"730.32 Periostitis, without mention of osteomyelitis, upper arm"
ICD9,"730.33 Periostitis, without mention of osteomyelitis, forearm"
ICD9,"730.34 Periostitis, without mention of osteomyelitis, hand"
ICD9,"730.35 Periostitis, without mention of osteomyelitis, pelvic region and thigh"
ICD9,"730.36 Periostitis, without mention of osteomyelitis, lower leg"
ICD9,"730.37 Periostitis, without mention of osteomyelitis, ankle and foot"
ICD9,"730.38 Periostitis, without mention of osteomyelitis, other specified sites"
ICD9,"730.39 Periostitis, without mention of osteomyelitis, multiple sites"
ICD9,"730.70 Osteopathy resulting from poliomyelitis, site unspecified"
ICD9,"730.71 Osteopathy resulting from poliomyelitis, shoulder region"
ICD9,"730.72 Osteopathy resulting from poliomyelitis, upper arm"
ICD9,"730.73 Osteopathy resulting from poliomyelitis, forearm"
ICD9,"730.74 Osteopathy resulting from poliomyelitis, hand"
ICD9,"730.75 Osteopathy resulting from poliomyelitis, pelvic region and thigh"
ICD9,"730.76 Osteopathy resulting from poliomyelitis, lower leg"
ICD9,"730.77 Osteopathy resulting from poliomyelitis, ankle and foot"
ICD9,"730.78 Osteopathy resulting from poliomyelitis, other specified sites"
ICD9,"730.79 Osteopathy resulting from poliomyelitis, multiple sites"
ICD9,"730.80 Other infections involving bone in diseases classified elsewhere, site unspecified"
ICD9,"730.81 Other infections involving bone in diseases classified elsewhere, shoulder region"
ICD9,"730.82 Other infections involving bone in diseases classified elsewhere, upper arm"
ICD9,"730.83 Other infections involving bone in diseases classified elsewhere, forearm"
ICD9,"730.84 Other infections involving bone in diseases classified elsewhere, hand"
ICD9,"730.85 Other infections involving bone in diseases classified elsewhere, pelvic region and thigh"
ICD9,"730.86 Other infections involving bone in diseases classified elsewhere, lower leg"
ICD9,"730.87 Other infections involving bone in diseases classified elsewhere, ankle and foot"
ICD9,"730.88 Other infections involving bone in diseases classified elsewhere, other specified sites"
ICD9,"730.89 Other infections involving bone in diseases classified elsewhere, multiple sites"
ICD9,"730.90 Unspecified infection of bone, site unspecified"
ICD9,"730.91 Unspecified infection of bone, shoulder region"
ICD9,"730.92 Unspecified infection of bone, upper arm"
ICD9,"730.93 Unspecified infection of bone, forearm"
ICD9,"730.94 Unspecified infection of bone, hand"
ICD9,"730.95 Unspecified infection of bone, pelvic region and thigh"
ICD9,"730.96 Unspecified infection of bone, lower leg"
ICD9,"730.97 Unspecified infection of bone, ankle and foot"
ICD9,"730.98 Unspecified infection of bone, other specified sites"
ICD9,"730.99 Unspecified infection of bone, multiple sites"
ICD9,790.7 Bacteremia
ICD9,"996.60 Infection and inflammatory reaction due to unspecified device, implant, and graft"
